properties{
  x = 0,
  y = 0,
  width = 368,
  height = 736,
  min_layer = 0,
  max_layer = 2,
  tileset = "barco_exterior_1",
  music = "barco/Ship in Heavy Sea- sound effect",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 368,
  height = 736,
  pattern = "144",
}

tile{
  layer = 0,
  x = 136,
  y = 168,
  width = 96,
  height = 40,
  pattern = "60",
}

tile{
  layer = 0,
  x = 224,
  y = 232,
  width = 24,
  height = 8,
  pattern = "66",
}

tile{
  layer = 0,
  x = 136,
  y = 208,
  width = 32,
  height = 24,
  pattern = "69",
}

tile{
  layer = 0,
  x = 216,
  y = 208,
  width = 24,
  height = 24,
  pattern = "68",
}

tile{
  layer = 0,
  x = 160,
  y = 232,
  width = 8,
  height = 8,
  pattern = "64",
}

tile{
  layer = 0,
  x = 168,
  y = 96,
  width = 48,
  height = 72,
  pattern = "58",
}

tile{
  layer = 0,
  x = 216,
  y = 232,
  width = 8,
  height = 8,
  pattern = "65",
}

tile{
  layer = 0,
  x = 168,
  y = 208,
  width = 16,
  height = 32,
  pattern = "63",
}

tile{
  layer = 0,
  x = 184,
  y = 208,
  width = 16,
  height = 32,
  pattern = "61",
}

tile{
  layer = 0,
  x = 200,
  y = 208,
  width = 16,
  height = 32,
  pattern = "62",
}

tile{
  layer = 0,
  x = 136,
  y = 232,
  width = 24,
  height = 8,
  pattern = "67",
}

tile{
  layer = 0,
  x = 152,
  y = 264,
  width = 80,
  height = 8,
  pattern = "100",
}

tile{
  layer = 0,
  x = 112,
  y = 248,
  width = 56,
  height = 16,
  pattern = "106",
}

tile{
  layer = 0,
  x = 104,
  y = 272,
  width = 40,
  height = 8,
  pattern = "113",
}

tile{
  layer = 0,
  x = 128,
  y = 224,
  width = 40,
  height = 24,
  pattern = "105",
}

tile{
  layer = 0,
  x = 216,
  y = 248,
  width = 56,
  height = 16,
  pattern = "107",
}

tile{
  layer = 0,
  x = 248,
  y = 280,
  width = 32,
  height = 8,
  pattern = "111",
}

tile{
  layer = 0,
  x = 136,
  y = 280,
  width = 112,
  height = 8,
  pattern = "98",
}

tile{
  layer = 0,
  x = 104,
  y = 280,
  width = 32,
  height = 8,
  pattern = "112",
}

tile{
  layer = 0,
  x = 168,
  y = 256,
  width = 48,
  height = 8,
  pattern = "101",
}

tile{
  layer = 0,
  x = 168,
  y = 208,
  width = 48,
  height = 40,
  pattern = "103",
}

tile{
  layer = 0,
  x = 216,
  y = 224,
  width = 40,
  height = 24,
  pattern = "104",
}

tile{
  layer = 0,
  x = 248,
  y = 272,
  width = 32,
  height = 8,
  pattern = "110",
}

tile{
  layer = 0,
  x = 104,
  y = 264,
  width = 48,
  height = 8,
  pattern = "108",
}

tile{
  layer = 0,
  x = 144,
  y = 272,
  width = 96,
  height = 8,
  pattern = "99",
}

tile{
  layer = 0,
  x = 184,
  y = 248,
  width = 16,
  height = 8,
  pattern = "102",
}

tile{
  layer = 0,
  x = 232,
  y = 264,
  width = 48,
  height = 8,
  pattern = "109",
}

tile{
  layer = 0,
  x = 168,
  y = 248,
  width = 16,
  height = 8,
  pattern = "463",
}

tile{
  layer = 0,
  x = 200,
  y = 248,
  width = 16,
  height = 8,
  pattern = "464",
}

tile{
  layer = 0,
  x = 240,
  y = 272,
  width = 8,
  height = 8,
  pattern = "465",
}

tile{
  layer = 0,
  x = 120,
  y = 288,
  width = 64,
  height = 216,
  pattern = "430",
}

tile{
  layer = 0,
  x = 184,
  y = 288,
  width = 64,
  height = 216,
  pattern = "430",
}

tile{
  layer = 0,
  x = 200,
  y = 288,
  width = 64,
  height = 216,
  pattern = "430",
}

tile{
  layer = 0,
  x = 192,
  y = 288,
  width = 64,
  height = 216,
  pattern = "430",
}

tile{
  layer = 0,
  x = 224,
  y = 488,
  width = 24,
  height = 16,
  pattern = "247",
}

tile{
  layer = 0,
  x = 248,
  y = 488,
  width = 24,
  height = 16,
  pattern = "250",
}

tile{
  layer = 0,
  x = 224,
  y = 504,
  width = 24,
  height = 8,
  pattern = "246",
}

tile{
  layer = 0,
  x = 120,
  y = 504,
  width = 40,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 120,
  y = 480,
  width = 40,
  height = 8,
  pattern = "243",
}

tile{
  layer = 0,
  x = 120,
  y = 488,
  width = 40,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 248,
  y = 480,
  width = 24,
  height = 8,
  pattern = "251",
}

tile{
  layer = 0,
  x = 224,
  y = 480,
  width = 24,
  height = 8,
  pattern = "248",
}

tile{
  layer = 0,
  x = 248,
  y = 504,
  width = 24,
  height = 8,
  pattern = "249",
}

tile{
  layer = 0,
  x = 160,
  y = 504,
  width = 80,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 160,
  y = 480,
  width = 80,
  height = 8,
  pattern = "243",
}

tile{
  layer = 0,
  x = 160,
  y = 488,
  width = 80,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 152,
  y = 544,
  width = 40,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 152,
  y = 528,
  width = 40,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 192,
  y = 544,
  width = 80,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 192,
  y = 528,
  width = 80,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 152,
  y = 512,
  width = 40,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 192,
  y = 512,
  width = 80,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 120,
  y = 544,
  width = 40,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 120,
  y = 528,
  width = 40,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 120,
  y = 512,
  width = 40,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 136,
  y = 552,
  width = 80,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 216,
  y = 552,
  width = 40,
  height = 8,
  pattern = "245",
}

tile{
  layer = 0,
  x = 168,
  y = 592,
  width = 8,
  height = 16,
